col_names,col_labels,col_types,as_type,is_type
H13B__4,"Contact / go to another government agency, not CBK (e.g. CID, Police)",double,as.double,is.double
H13B__5,"Post on social media (e.g. Twitter, Facebook)",double,as.double,is.double
H13B__6,Other (SPECIFY),double,as.double,is.double
H13B__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
H13B__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
H13Bi,Banking Services Redress,character,as.character,is.character
H14,Tried to Redress Success,factor,as.factor,is.factor
I1,MFI CODE,factor,as.factor,is.factor
I1i,MFI Code - Other,character,as.character,is.character
I2i,Microfinance accounts status,factor,as.factor,is.factor
I2ii,Microfinance accounts status,factor,as.factor,is.factor
I3,Months Usage MFI,factor,as.factor,is.factor
I4,MFI Frequency of Use,factor,as.factor,is.factor
I5,Main MFI Channels Used,factor,as.factor,is.factor
I5i,Main MFI Channels Used - Other,character,as.character,is.character
I6__1,Unexpected charges,double,as.double,is.double
I6__2,Lost money / Money missing from my account,double,as.double,is.double
I6__3,Poor service received at a branch / agent / customer care,double,as.double,is.double
I6__4,Inability to access the account through mobile /internet banking,double,as.double,is.double
I6__5,Harrassment/ rogue recovery practices,double,as.double,is.double
I7,Consumer Protection  MFI,factor,as.factor,is.factor
I8A__1,"""Went to the MFI / MFI manager / relationship manager",double,as.double,is.double
I8A__2,"MFI Services Redress:Called / Went to MFI agent""",double,as.double,is.double
I8A__3,"""Contacted / went to Central Bank of Kenya (CBK)",double,as.double,is.double
I8A__4,"MFI Services Redress:Contacted / went to another Government agency, not CBK (e.g. CID, Police, Kenya Deposit Insurance Corporation)""",double,as.double,is.double
I8A__5,"""Posted on social media (e.g. Twitter, Facebook)",double,as.double,is.double
I8A__6,"MFI Services Redress:Reported to the association of Microfinance Institution Report to association of Microfinance Institution""""""",double,as.double,is.double
I8A__7,Other (SPECIFY),double,as.double,is.double
I8A__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
I8A__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
I8Ai,Other MFI Services Redress,character,as.character,is.character
I8B__1,"Go to the MFI / MFI manager / relationship manager""",double,as.double,is.double
I8B__2,"Call / go to MFI agent""",double,as.double,is.double
I8B__3,"Contact / go to the Central Bank of Kenya (CBK)""",double,as.double,is.double
I8B__4,"Contact / go to another government agency, not CBK (e.g. CID, Police, Kenya Deposit Insurance Corportation)""",double,as.double,is.double
I8B__5,"Post on social media (e.g. Twitter, Facebook)""",double,as.double,is.double
I8B__6,"Report to association of Microfinance Institution""",double,as.double,is.double
I8B__7,Other (SPECIFY),double,as.double,is.double
I8B__98,Don’t know  (DO NOT READ OUT),double,as.double,is.double
I8B__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
I8Bi,MFI Services Redress- other,character,as.character,is.character
I9,Issue resolution,factor,as.factor,is.factor
J1__1,Unexpected charges based on loan,double,as.double,is.double
J1__2,Unexpected charges based on an account,double,as.double,is.double
J1__3,Poor service received at a branch or agent,double,as.double,is.double
J1__4,Lost job/ collapse of business,double,as.double,is.double
J1__5,Money missing from account,double,as.double,is.double
J1__6,Delays in getting services/loans due to liquidity challenges,double,as.double,is.double
J1__7,Lack of transparency on financial products and services,double,as.double,is.double
J1__8,Abusive collection techniques,double,as.double,is.double
J1__9,Sacco closed down/collapsed,double,as.double,is.double
J1__10,Lack of trust,double,as.double,is.double
J1__11,Voluntary withdrawal (no particular problem),double,as.double,is.double
J1__12,Do not have an ID / Passport,double,as.double,is.double
J1__13,Lost money as a guarantor,double,as.double,is.double
J1__14,Lack of information/awareness about a good Sacco,double,as.double,is.double
J1__15,Other specify,double,as.double,is.double
J1__16,Lack of money,numeric,as.numeric,is.numeric
J1__17,Don't need,numeric,as.numeric,is.numeric
J1__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
J1__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
J1a,Reasons for NonUse Sacco,character,as.character,is.character
J2_1,Saccos,factor,as.factor,is.factor
J2a,Other Sacco specify,character,as.character,is.character
J3,6 months UsageSacco,factor,as.factor,is.factor
J4,Frequency of Use of saccos,factor,as.factor,is.factor
J5__1,At a branch /sattelite offices,double,as.double,is.double
J5__2,"Via mobile phone eg USSD, Apps",double,as.double,is.double
J5__3,Via ATM,double,as.double,is.double
J5__4,Using Internet  / Online channels,double,as.double,is.double
J5__5,Using POS/ Card machine swipe,double,as.double,is.double
J5__6,Sacco Agent,double,as.double,is.double
J5__7,Other (SPECIFY),double,as.double,is.double
J5__8,None of these,double,as.double,is.double
J5__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
J5__99,"Refused to Answer (DO NOT READ OUT)""",double,as.double,is.double
J5a,Sacco Channels Used,character,as.character,is.character
J6__1,Unexpected charges based on loan,double,as.double,is.double
J6__2,Lost money / money missing from account,double,as.double,is.double
J6__3,Poor service,double,as.double,is.double
J6__4,Delays in disbursements of my money/getting services,double,as.double,is.double
J6__5,Abusive collection techniques,double,as.double,is.double
J7,Consumer Protection  Sacco,factor,as.factor,is.factor
J8A__1,"""Went to the Sacco management",double,as.double,is.double
J8A__2,"Sacco  Services Redress:Called / Went to the Sacco Societies Regulatory Authority (SASRA)""",double,as.double,is.double
J8A__3,"""Contacted / went to Central Bank of Kenya (CBK)",double,as.double,is.double
J8A__4,"Sacco  Services Redress:Contacted / went to another Government agency, not CBK or SASRA (e.g. CID, Police, Cooperitives Commissioners Office)""",double,as.double,is.double
J8A__5,"""Posted on social media (e.g. Twitter, Facebook)",double,as.double,is.double
J8A__6,"Sacco  Services Redress:Contacted Sacco Union i.e KUSCCO""",double,as.double,is.double
J8A__7,Other (SPECIFY),double,as.double,is.double
J8A__98,"Don’t know  (DO NOT READ OUT)""",double,as.double,is.double
J8A__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
J8Ai,Sacco  Services Redress- other,character,as.character,is.character
J8B__1,"Go to the Sacco management""",double,as.double,is.double
J8B__2,"Call / go to the Sacco Societies Regulatory Authority (SASRA)""",double,as.double,is.double
J8B__3,"Contact / go to the Central Bank of Kenya (CBK)""",double,as.double,is.double
J8B__4,"Contact / go to another government agency, not CBK or SASRA (e.g. CID, Police, Cooperitives Commissioners Office)""",double,as.double,is.double
J8B__5,"Post on social media (e.g. Twitter, Facebook)""",double,as.double,is.double
J8B__6,"Contact Sacco Union i.e KUSCCO""",double,as.double,is.double
J8B__7,Other (SPECIFY),double,as.double,is.double
J8B__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
J8B__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
J9,Issue resolution,factor,as.factor,is.factor
K1,Somebody Else's Mobile Money Account,factor,as.factor,is.factor
K2__1,Changed Number/Lost Phone and do not have a line,double,as.double,is.double
K2__2,Too young to have a phone,double,as.double,is.double
K2__3,Do not have an ID /Passport,double,as.double,is.double
K2__4,My line was blocked,double,as.double,is.double
K2__5,Cannot afford a phone,double,as.double,is.double
K2__6,Service fees too high,double,as.double,is.double
K2__7,Social and / or cultural reasons,double,as.double,is.double
K2__8,Too much downtime,double,as.double,is.double
K2__9,Too much fraud,double,as.double,is.double
K2__10,Poor customer care / service,double,as.double,is.double
K2__11,Mobile agents are untrustworthy or fraudulent,double,as.double,is.double
K2__12,Don't need to,double,as.double,is.double
K2__13,Other (SPECIFY),double,as.double,is.double
K2__14,can't operate a phone,numeric,as.numeric,is.numeric
K2__15,can't read or write,numeric,as.numeric,is.numeric
K2__16,No money,numeric,as.numeric,is.numeric
K2__17,Visually impaired,numeric,as.numeric,is.numeric
K2__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
K2__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
K2_i,Reason for NonUse Mobile Money-Other,character,as.character,is.character
K3__1,In your own name only,double,as.double,is.double
K3__2,In someone else's name only,double,as.double,is.double
K4__1,MPesa,double,as.double,is.double
K4__2,Airtel money,double,as.double,is.double
K4__3,Equitel,double,as.double,is.double
K4__4,TKash,double,as.double,is.double
K4__5,Tangaza,double,as.double,is.double
K4__6,Other (SPECIFY),double,as.double,is.double
K4__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
K4__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
K4i,Mobile money products  -Other,character,as.character,is.character
K5i,Mobile money accounts per Product/ service - Mpesa,double,as.double,is.double
K5ii,Mobile money accounts per Product/ service - Airtel money,double,as.double,is.double
K5iii,Mobile money accounts per Product/ service - Equitel,double,as.double,is.double
K5iv,Mobile money accounts per Product/ service - TKash,double,as.double,is.double
K5v,Mobile money accounts per Product/ service - Tangaza,double,as.double,is.double
K5vi,Mobile money accounts per Product/ service - Other,double,as.double,is.double
K6,Mobile money product Frequency,factor,as.factor,is.factor
K7,Use in Past 3 months,factor,as.factor,is.factor
K8,Mobile Money Frequency of Use,factor,as.factor,is.factor
K9,Most Frequent Channel,factor,as.factor,is.factor
K9i,Most Frequent Channel,character,as.character,is.character
K10__1,Saving or keeping money,double,as.double,is.double
K10__2,Deposit when traveling so I don’t carry cash,double,as.double,is.double
K10__3,Fundraising,double,as.double,is.double
K10__4,Buy airtime,double,as.double,is.double
K10__5,"Gaming (Lottery, betting/ gambling )",double,as.double,is.double
K10__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
K10__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
K11,Mobile Transfer Keeping Purpose,factor,as.factor,is.factor
K11i,Mobile Transfer Keeping Purpose-Other,character,as.character,is.character
K12__1,Inability to transact due to system down time,double,as.double,is.double
K12__2,Unclear/High transaction charges,double,as.double,is.double
K12__3,Agent float unavailability,double,as.double,is.double
K12__4,Being unable to get to an agent,double,as.double,is.double
K12__5,Lost money / wrongly sent money,double,as.double,is.double
K12__6,Fraud / attempted fraud ( eg recieved less money from the agent),double,as.double,is.double
K12__7,Poor service received at branch / agent / customer care,double,as.double,is.double
K12__8,Listed in CRB,double,as.double,is.double
K13__1,Inability to transact due to system down time,double,as.double,is.double
K13__2,Unclear/High transaction charges,double,as.double,is.double
K13__3,Agent float unavailability,double,as.double,is.double
K13__4,Being unable to get to an agent,double,as.double,is.double
K13__5,Lost money / wrongly sent money,double,as.double,is.double
K13__6,Fraud / attempted fraud ( eg recieved less money from the agent),double,as.double,is.double
K13__7,Poor service received at branch / agent / customer care,double,as.double,is.double
K13__8,Listed in CRB,double,as.double,is.double
K14__1,Went to a mobile money shop / agent,double,as.double,is.double
K14__2,Contacted the service provider,double,as.double,is.double
K14__3,Went to a Government agency (e.g. CBK AntiFraud unit/DCI /Police),double,as.double,is.double
K14__4,Called the person who I had sent the money to,double,as.double,is.double
K14__5,"Posted on social media (e.g. Twitter, Facebook)",double,as.double,is.double
K14__6,Other (SPECIFY),double,as.double,is.double
K14__7,I did not try / No effort made(DO NOT READ OUT),double,as.double,is.double
K14__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
K14__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
K14i,Mobile Banking Services Redress - Other,character,as.character,is.character
K15,Issue resolution,factor,as.factor,is.factor
K16__1,Sent to the wrong number,double,as.double,is.double
K16__2,Someone accessed my mobile money account,double,as.double,is.double
K16__3,Through a hoax SMS/ malware,double,as.double,is.double
K16__4,Through a hoax phone call,double,as.double,is.double
K16__5,Recipient did not get the money but my account was deducted,double,as.double,is.double
K16__6,Sender reversed genuine transaction,double,as.double,is.double
K16__7,Sharing of pin (knowingly or unknowingly),double,as.double,is.double
K16__8,Other (SPECIFY),double,as.double,is.double
K16__9,Wrong Agent/Till  number,numeric,as.numeric,is.numeric
K16__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
K16__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
K16i,Other way lost money,character,as.character,is.character
K17,Mobile Betting Amounts,factor,as.factor,is.factor
K18,Mobile Betting Frequency,factor,as.factor,is.factor
K18i,Mobile Betting Frequency - Other,character,as.character,is.character
K19,Mobile money transactions during covid,factor,as.factor,is.factor
K20,Reason for the change in use of mobile money,factor,as.factor,is.factor
K22i,Reason for the change in use of mobile money - Other,character,as.character,is.character
K21,Reason for transacting less,factor,as.factor,is.factor
K21i,other reason for transacting less,character,as.character,is.character
L1__1,Unexpected charges related to your loan,double,as.double,is.double
L1__2,Poor customer service/ No or unreachable customer care,double,as.double,is.double
L1__3,Delays in getting loan eg system down time/ slower approval process,double,as.double,is.double
L1__4,Applied for a loan but did not get,double,as.double,is.double
L1__5,Listing on the CRB,double,as.double,is.double
L1__6,The digital loan service provider was fake,double,as.double,is.double
L1__7,Harassment /Listing on social sites(Pushy messages / threats from provider ),double,as.double,is.double
L1__8,Information shared without my consent,double,as.double,is.double
L2__1,Unexpected charges related to your loan,double,as.double,is.double
L2__2,Poor customer service/ No or unreachable customer care,double,as.double,is.double
L2__3,Delays in getting loan eg system down time/ slower approval process,double,as.double,is.double
L2__4,Applied for a loan but did not get,double,as.double,is.double
L2__5,Listing on the CRB,double,as.double,is.double
L2__6,The digital loan service provider was fake,double,as.double,is.double
L2__7,Harassment /Listing on social sites(Pushy messages / threats from provider ),double,as.double,is.double
L2__8,Information shared without my consent,double,as.double,is.double
L3__1,Contact customer care,double,as.double,is.double
L3__2,Send an SMS to customer care,double,as.double,is.double
L3__3,Wrote an email or letter to customer care,double,as.double,is.double
L3__4,"Write on Social media (e.g. Twitter, Facebook)",double,as.double,is.double
L3__5,"Go to a Government agency (e.g. CBK AntiFraud unit, CID, Police)",double,as.double,is.double
L3__6,Report to the  Digital Lenders Association,double,as.double,is.double
L3__7,Other (SPECIFY),double,as.double,is.double
L3__8,I would not do anything,double,as.double,is.double
L3__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
L3__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
L3i,Digital Loan App Redress - Other,character,as.character,is.character
M1,Somebody Else's Mobile Bank Account,factor,as.factor,is.factor
M2,Reason for NonUse Mobile Banking,factor,as.factor,is.factor
M2i,Reason for NonUse Mobile Banking,character,as.character,is.character
M3__1,MShwari,double,as.double,is.double
M3__2,KCB MPesa,double,as.double,is.double
M3__3,MCoop Cash,double,as.double,is.double
M3__4,Equitel/ Eazzy loan,double,as.double,is.double
M3__5,Timiza,double,as.double,is.double
M3__6,HF Whizz,double,as.double,is.double
M3__7,M-fanisi,double,as.double,is.double
M3__8,Other (SPECIFY),double,as.double,is.double
M3__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
M3__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
M3i,Mobile Bank Codes - Other,character,as.character,is.character
M4,Mobile Banking Codes Frequency,factor,as.factor,is.factor
M5,Most Frequent Channel,factor,as.factor,is.factor
M6,3 months Mobile Banking,factor,as.factor,is.factor
M7,Mobile Banking Frequency of Use,factor,as.factor,is.factor
M8__1,Inability to transact due to system down time,double,as.double,is.double
M8__2,Unexpected / unclear charges /fees/transactions,double,as.double,is.double
M8__3,Lost money / wrongly sent money,double,as.double,is.double
M8__4,Fraud / attempted fraud ( e.g. received less money from the agent),double,as.double,is.double
M8__5,Poor service received at branch / agent / customer care,double,as.double,is.double
M8__6,Hostile loan repayment collection,double,as.double,is.double
M9__1,Phone fraud (third party took money from my account via mobile banking/mobile banking pin got into the wrong hands),double,as.double,is.double
M9__2,Internal fraud (someone internal to the institution (bank) took money from my account),double,as.double,is.double
M9__3,Identify theft (someone I don't know stole my identification details and took a loan under my name/withdrew money from my,double,as.double,is.double
M9__4,someone I know used my identification details and took a loan under my name/withdrew money from my account,double,as.double,is.double
M9__5,Cybercrime (my account was hacked),double,as.double,is.double
M10,Consumer Protection  Mobile Banking,factor,as.factor,is.factor
M11A__1,"""Went to the bank/mobile money provider relationship manager",double,as.double,is.double
M11A__2,"Mobile Banking Services Redress:Called / Went to bank/mobile money provider agent""",double,as.double,is.double
M11A__3,"""Contacted / went to Central Bank of Kenya (CBK)/ Communications Authority (CA)",double,as.double,is.double
M11A__4,"Mobile Banking Services Redress:Contacted / went to another Government agency, not CBK (e.g. CID, Police, Kenya Deposit Insurance Corporation)""",double,as.double,is.double
M11A__5,"""Posted on social media (e.g. Twitter, Facebook)",double,as.double,is.double
M11A__6,"Mobile Banking Services Redress:Reported to the Kenya Bankers Association""",double,as.double,is.double
M11A__7,Other (SPECIFY),double,as.double,is.double
M11A__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
M11A__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
M11Ai,Mobile Banking Services Redress - Other,character,as.character,is.character
M11B__1,"""Went to the bank/mobile money provider relationship manager",double,as.double,is.double
M11B__2,"Mobile Banking Services Redress:Called / Went to bank/mobile money provider agent""",double,as.double,is.double
M11B__3,"""Contacted / went to Central Bank of Kenya (CBK)/ Communications Authority (CA)",double,as.double,is.double
M11B__4,"Mobile Banking Services Redress:Contacted / went to another Government agency, not CBK (e.g. CID, Police, Kenya Deposit Insurance Corporation)""",double,as.double,is.double
M11B__5,"""Posted on social media (e.g. Twitter, Facebook)",double,as.double,is.double
M11B__6,"Mobile Banking Services Redress:Reported to the Kenya Bankers Association""",double,as.double,is.double
M11B__7,Other (SPECIFY),double,as.double,is.double
M11B__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
M11B__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
M11Bi,Mobile Banking Services Redress - Other,character,as.character,is.character
M12,Issue resolution,factor,as.factor,is.factor
N1,Somebody Else's Chama Account,factor,as.factor,is.factor
N2__1,You have an account in a bank or other formal institution,double,as.double,is.double
N2__2,You don’t have any money,double,as.double,is.double
N2__3,Lost money in the past/ Fear of losing money,double,as.double,is.double
N2__4,You don’t know about them,double,as.double,is.double
N2__5,You don’t need any service from them,double,as.double,is.double
N2__6,You don’t trust them,double,as.double,is.double
N2__7,Groups require too much time in meetings,double,as.double,is.double
N2__8,Cultural/ religious/ social barriers,double,as.double,is.double
N2__9,Unavailability of chama/groups within the area,double,as.double,is.double
N2__10,Not eligible,double,as.double,is.double
N2__11,Other (SPECIFY),double,as.double,is.double
N2__13,Due Covid -19,numeric,as.numeric,is.numeric
N2__14,Too young/student/too old,numeric,as.numeric,is.numeric
N2__15,no longer a member (Withdraw),numeric,as.numeric,is.numeric
N2__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
N2__99,Refused to Answer(DO NOT READ OUT),double,as.double,is.double
N2i,Other reason for No Groups,character,as.character,is.character
N3,Number Groups,double,as.double,is.double
N4__1,"We collect money to help each other through life events e.g. funerals, weddings (Welfare clan / group)",double,as.double,is.double
N4__2,We collect money and give to each member a lump sum (pot) or gift in turn,double,as.double,is.double
N4__3,We save / lend money to members and nonmembers to be repaid with interest,double,as.double,is.double
N4__4,We periodically distribute all monies held by the group to its members,double,as.double,is.double
N4__5,Collect money in kind for common good (eg investment),double,as.double,is.double
N4__6,Other (SPECIFY),double,as.double,is.double
N4__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
N4__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
N4i,Groups’ Activities _ Other,character,as.character,is.character
N5__1,"We collect money to help each other through life events e.g. funerals, weddings (Welfare clan / group)",double,as.double,is.double
N5__2,We collect money and give to each member a lump sum (pot) or gift in turn,double,as.double,is.double
N5__3,We save / lend money to members and nonmembers to be repaid with interest,double,as.double,is.double
N5__4,We periodically distribute all monies held by the group to its members,double,as.double,is.double
N5__5,Collect money in kind for common good (eg investment),double,as.double,is.double
N5__6,Other (SPECIFY),double,as.double,is.double
N5__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
N5__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
N5i,Main Group’s Activities _Other,character,as.character,is.character
N6,Group Contribution Frequency,factor,as.factor,is.factor
N6i,Group Contribution Frequency - Other,character,as.character,is.character
N7,Most Frequent Group Contribution Channel,factor,as.factor,is.factor
N7i,Most Frequent Group Contribution Channel - Other,character,as.character,is.character
N8__1,Have a bank account in group's name,double,as.double,is.double
N8__2,Have a Sacco/MFI account in group's name,double,as.double,is.double
N8__3,Have a certificate of registration,double,as.double,is.double
N8__4,Elect officials through voting,double,as.double,is.double
N8__5,Have a written record of the money members have paid / received,double,as.double,is.double
N8__6,"Borrow from government( eg youth fund, women fund, uwezo fund)",double,as.double,is.double
N8__7,Have a constitution/ MOU,double,as.double,is.double
N8__8,Have a mobile money account,double,as.double,is.double
N9,Lost Money Groups,factor,as.factor,is.factor
N10__1,Through theft or fraud by someone outside the group,double,as.double,is.double
N10__2,Through theft or fraud by a committee member,double,as.double,is.double
N10__3,Through bad investment of funds,double,as.double,is.double
N10__4,Through dishonesty or default by members,double,as.double,is.double
N10__5,Through acting as a guarantor,double,as.double,is.double
N10__6,Other (SPECIFY),double,as.double,is.double
N10__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
N10__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
N10i,Reason Lost Money Groups - Other,character,as.character,is.character
N11,Group Resolution,factor,as.factor,is.factor
N11i,Group Resolution - Other,character,as.character,is.character
N12A,Extra fees / charges,factor,as.factor,is.factor
N12B,Reported to the chief/police,factor,as.factor,is.factor
N12C,Property taken away by members,factor,as.factor,is.factor
N12D,Contribution withheld by others,factor,as.factor,is.factor
N12E,Others (specify),factor,as.factor,is.factor
O1,Receive Financial Assistance,factor,as.factor,is.factor
O2,Financial Assistance was in Cash or Kind,factor,as.factor,is.factor
O3__1,Chama / Welfare groups,double,as.double,is.double
O3__2,Church / Mosque / other faith based organisation,double,as.double,is.double
O3__3,NGO,double,as.double,is.double
O3__4,Welfare money from the government e.g. Social Protection Fund (Pesa Ya Wazee),double,as.double,is.double
O3__5,County Government e.g. bursaries,double,as.double,is.double
O3__6,Constituency Development Fund (CDF),double,as.double,is.double
O3__7,Private Sector e.g. Equity Wings to Fly,double,as.double,is.double
O3__8,Friend/Family/relatives outside kenya,double,as.double,is.double
O3__9,Friend/Family within kenya outside the household,double,as.double,is.double
O3__10,Household members,double,as.double,is.double
O3__11,Neighbour/ well wishers,double,as.double,is.double
O3__12,Colleagues,double,as.double,is.double
O3__13,Employer (outside of salary),double,as.double,is.double
O3__14,Covid19 relief,double,as.double,is.double
O3__15,Other (SPECIFY),double,as.double,is.double
O3__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
O3__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
O3i,Receive Financial Assistance - Other,character,as.character,is.character
O4,Financial Assistance Channel,factor,as.factor,is.factor
O4i,O4 .Financial Assistance Channel - Other,character,as.character,is.character
O5,Financial Assistance Reason,factor,as.factor,is.factor
O5i,Financial Assistance Reason - Other,character,as.character,is.character
P1,How many businesses do you currently own or share with other individuals?,factor,as.factor,is.factor
P1_1__1,Government restrictions,double,as.double,is.double
P1_1__2,forced closure,double,as.double,is.double
P1_1__3,Lack of customer demand / drop in sales,double,as.double,is.double
P1_1__4,Could not get the supplies /stock required,double,as.double,is.double
P1_1__5,Lack of capital to cover,double,as.double,is.double
P1_1__6,operating expenses,double,as.double,is.double
P1_1__7,"Other,specify",double,as.double,is.double
P1_1i,Other Resons closed business,character,as.character,is.character
P1_2,Economic activity,factor,as.factor,is.factor
P2i,Year Started,factor,as.factor,is.factor
P2ii,MAIN business area of operation- Before Feb 2020 (Precovid),factor,as.factor,is.factor
P2iia,Other area of operation - Before Feb 2020 (Precovid),character,as.character,is.character
P2iii,MAIN business area of operation- Lockdown (April to July 2020),factor,as.factor,is.factor
P2iiia,Other area of operation - precovid,character,as.character,is.character
P2iv,MAIN business area of operation- Currently,factor,as.factor,is.factor
P2iva,Other area of operation - currently,character,as.character,is.character
P3,County,factor,as.factor,is.factor
P4__1,"Social media e.g facebook, instagram, Whatsapp",double,as.double,is.double
P4__2,"Online stores/Market places/Catalogues such as jumia, masoko,copia,jiji, pigia me, twiga,kilimall,",double,as.double,is.double
P4__3,Own websites,double,as.double,is.double
P4__4,SMS/phone calls,double,as.double,is.double
P4__5,Radio/ TV,double,as.double,is.double
P5__1,limited access to credit/capital,double,as.double,is.double
P5__2,Limited access to market/Fewer customers,double,as.double,is.double
P5__3,High costs of licensing,double,as.double,is.double
P5__4,Difficulty finding premises location/high cost,double,as.double,is.double
P5__5,Difficulty getting license/permit,double,as.double,is.double
P5__6,"Difficulty paying business expenses (rent, utilities, labour)",double,as.double,is.double
P5__7,High/increased cost of supplies,double,as.double,is.double
P5__8,Suppliers closed down/reduced opertaing hours/no stock,double,as.double,is.double
P5__9,Uncertainity regarding business premises,double,as.double,is.double
P5__10,Unreliable employees/Staff issues,double,as.double,is.double
P5__11,Insecurity,double,as.double,is.double
P5__12,Customers not paying on time,double,as.double,is.double
P5__13,Increased competition due to selling similar products,double,as.double,is.double
P5__14,High/Increased cost of supplies,double,as.double,is.double
P5__15,Other (SPECIFY),double,as.double,is.double
P5__16,Business closed/no challenges,numeric,as.numeric,is.numeric
P5__18,climate related,numeric,as.numeric,is.numeric
P5__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
P5__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
P5i,Other specify,character,as.character,is.character
P6,StartUp Capital,factor,as.factor,is.factor
P6i,StartUp Capital - Other,character,as.character,is.character
P7,P7.Main Source of Finance,factor,as.factor,is.factor
P7i,Main Source of Finance - other,character,as.character,is.character
P8,why that channel of finance,factor,as.factor,is.factor
P8i,Main Source of Finance - Other,character,as.character,is.character
P9,Reason Loan Business,factor,as.factor,is.factor
P9i,Reason Loan Business - other,character,as.character,is.character
P10,Record Keeping,factor,as.factor,is.factor
P11,Record Keeping,factor,as.factor,is.factor
P11a,Record Keeping - Other,character,as.character,is.character
P12__1,"Till number (e.g. Lipa na MPesa, Equitel) for merchant payments",double,as.double,is.double
P12__2,Card reader machine (e.g. POS device / PDQ),double,as.double,is.double
P12__3,Bank account in your business name,double,as.double,is.double
P12__4,Pay NHIF for employees,double,as.double,is.double
P12__5,Registration from the registrar of companies,double,as.double,is.double
P12__6,Single/ unified Business Permit,double,as.double,is.double
P12__7,Membership to a business association,double,as.double,is.double
P13,Number of paid Employees,factor,as.factor,is.factor
P13_1,Number of employed paid staff 1 year ago,double,as.double,is.double
P14,Number of unpaid Employees,factor,as.factor,is.factor
P14_1,Number of unpaid Employees 1 year ago,factor,as.factor,is.factor
P15__1,Bank transfer includes interent banking,double,as.double,is.double
P15__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
P15__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
P15__4,A mobile banking account,double,as.double,is.double
P15__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
P15__6,Cash,double,as.double,is.double
P15__7,Cheque,double,as.double,is.double
P15__8,Credit or Debit card,double,as.double,is.double
P15__9,Hawala,double,as.double,is.double
P15__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
P15__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
P15__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
P15__13,Bus / Matatu,double,as.double,is.double
P15__14,In kind / noncash (goods &amp; services),double,as.double,is.double
P15__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
P15__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
P15__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
P15__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
P15__98,Don't know(DO NOT READ OUT),double,as.double,is.double
P15__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
P15i,Made payments - Other,character,as.character,is.character
P16,most frequent payment mode,factor,as.factor,is.factor
P16i,Made payments - Other,character,as.character,is.character
P17,Offer credit services,factor,as.factor,is.factor
P18,value of credit/goods,factor,as.factor,is.factor
